index_id,"Toxicity to environmental bacteria (EPA Microtox test), -log10 of Conc.(mg/kg)",SMILES
420,3.409347445,NC(=O)NNc1ccccc1
421,3.408721321,Clc1cc(Cl)cc(Cl)c1
422,3.406211578,Cc1ccc2ccc(C)nc2c1
423,3.405891021,Oc1ccc(cc1F)N(=O)=O
424,3.403158455,O=C=NS(=O)(=O)c1ccccc1
425,3.402317291,[H][n]1cnc2cc(ccc21)N(=O)=O
426,3.399584436,C#Cc1ccccc1
427,3.396601384,Oc1ccc(C=O)cc1
428,3.385546384,Oc1ccc(cc1CBr)N(=O)=O
429,3.383978481,COc1ccc(cc1)C#N
430,3.37970897,CCc1ccncc1
431,3.378666061,NNS(=O)(=O)c1ccc(Br)cc1
432,3.372036584,CC(=O)c1cc(O)ccc1O
433,3.370865177,OC(=O)c1ccc(Oc2ccccc2)cc1
434,3.37063424,COc1ccc(C=CC(O)=O)cc1
435,3.370244202,Fc1ccc(cc1)C(Cl)=O
436,3.36809459,COC(=O)c1ccccc1C(=O)OC
437,3.365624492,Cc1cccc2cccnc12
438,3.357968659,COC(=O)c1ccc(F)cc1
439,3.356981401,CC1OC=C2C(O)=C(C(O)=O)C(=O)C(C)=C2C1C
440,3.354970233,Nc1ccc(cc1)C(=O)c2ccccc2
441,3.351915885,FC(F)(F)c1cc(cc(c1)N(=O)=O)N(=O)=O
442,3.351349307,FC(F)(F)c1ccc(cc1)N(=O)=O
443,3.337749128,CNc1ccc(F)cc1
444,3.32773882,Oc1nc(Cl)c(Cl)cc1Cl
445,3.327268019,OC(=O)c1ccc(cc1)c2ccccc2
446,3.326413334,OCCc1ccc(F)cc1
447,3.323925457,Cc1cc(C)c(C)c(O)c1
448,3.323522282,CCc1cccc2ccc(C)nc12
449,3.321461249,CCOC(=O)c1ccc(cc1)N=C=O
450,3.318243435,OC(=O)Cc1ccc(cc1)c2ccccc2
451,3.31640572,Nc1c(Cl)cc(cc1N(=O)=O)N(=O)=O
452,3.315341006,Oc1ccc(cc1N(=O)=O)C#N
453,3.313174299,[H][n]1c2ccccc2c3ccccc31
454,3.297508311,C=Cc1ccccc1
455,3.295452739,Oc1c(Cl)ccc(Cl)c1Cl
456,3.294335274,OCc1ccc(Cl)cc1
457,3.290362922,CC(=O)CC(c1ccccc1)C2C(=O)Oc3ccccc3C=2O
458,3.289463097,O=Cc1ccc(cc1)N(=O)=O
459,3.288897648,Oc1ccc(Cl)cc1
460,3.288150989,Clc1ccc(C=O)cc1
461,3.278071347,ClC(=O)c1ccccc1
462,3.273274042,OCC=Cc1ccc(cc1)N(=O)=O
463,3.273209182,CCNc1ccccc1
464,3.270177405,Oc1ccc(O)c(Cl)c1
465,3.2692879,Nc1cc2ccccc2cc1N
466,3.266428616,OCc1ccc2C(=O)c3ccccc3C(=O)c2c1
467,3.266145766,O=Cc1ccccc1
468,3.264963459,O=C1Oc2ccccc2C=C1
469,3.262317893,Oc1c(Cl)cccc1Cl
470,3.26072498,COc1ccc(cc1)C(=O)C(F)(F)F
471,3.259327922,COC(=O)c1ccc(N)cc1
472,3.257863106,Oc1ccccc1CC=C
473,3.255811295,OC(c1ccccc1)(c2ccccc2)c3ccncc3
474,3.253496629,Oc1ccc(cc1)N(=O)=O
475,3.247073252,Nc1cc(ccc1Cl)N(=O)=O
476,3.246619038,Cc1ccc2cccc(C)c2n1
477,3.241726625,Oc1cccc2cccnc12
478,3.238772658,Nc1cccc2ncccc12
479,3.236383798,Cc1cc(c(Cl)cc1F)N(=O)=O
480,3.235708472,CCc1ccccc1
481,3.235168721,[H][n]1nnc2cc(ccc21)N(=O)=O
482,3.229918938,[H][n]1nnc(Oc2ccccc2)n1
483,3.229335816,Nc1cccc2cccc(N)c12
484,3.227215343,Cc1ccc(C)c(O)c1
485,3.220032054,COC(=O)c1ccc(cc1)C(=O)OC
486,3.219237386,Oc1cccc(Cl)c1
487,3.217431575,Clc1cccc(c1)N(=O)=O
488,3.215117629,Clc1cc(Cl)cc(c1)N(=O)=O
489,3.214034649,Cc1cc(C)c(O)c(C)c1
490,3.211073405,ClC(Cl)=C(Cl)Cl
491,3.204088086,CC(=O)Oc1ccccc1
492,3.202319961,CCC(=O)c1ccc(F)cc1
493,3.202277148,Cc1ccc(cc1N)N(=O)=O
494,3.200857568,Cc1ccc(F)cc1C#N
495,3.198751769,COc1cc2OC3OCCC3c2c4OC(=O)C5C(=O)OCCC=5c14
496,3.19417111,Clc1cc(Cl)cc(c1)C#N
497,3.188398611,COC(=O)c1ccc(cc1C(=O)OC)N(=O)=O
498,3.18228672,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl
499,3.179983236,Cc1ccncc1C
500,3.15106632,NCc1ccc(Cl)cc1
501,3.148163584,Oc1ccccc1Br
502,3.132442426,FC(F)(F)c1cc(cc(c1)C(F)(F)F)N(=O)=O
503,3.1312569,Clc1ccccc1
504,3.12272908,Cc1ccc2cccc(O)c2n1
505,3.122464117,Fc1ccc(Br)cc1
506,3.117315496,Cc1cc(C)c2ccccc2n1
507,3.115867609,Nc1cccc(Cl)c1
508,3.111677427,C=Cc1ccncc1
509,3.107895724,C(c1ccccc1)c2ccccn2
510,3.106886714,COC(=O)c1ccc(cc1)C#N
511,3.100127356,ClCCCCCCl
512,3.09773354,OC(=O)COc1cc(Cl)c(Cl)cc1Cl
513,3.094159217,Nc1ccc2c(Cc3cc(N)ccc32)c1
514,3.092687459,O=C(c1ccccc1)c2ccncc2
515,3.088331531,O=Cc1ccc(cc1)C#N
516,3.088074482,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
517,3.085517171,c1ccc2nc3ccccc3nc2c1
518,3.078353737,Cc1cc(C)cc(O)c1
519,3.076861015,Clc1ccc(cc1)N(=O)=O
520,3.069929877,Fc1ccc(cc1C(F)(F)F)N(=O)=O
521,3.068221212,ClCC(Cl)CCl
522,3.064437333,COc1ccc(OCCO)cc1
523,3.061749401,CC(=O)Cc1ccc(F)cc1
524,3.05654415,Nc1ccccc1Cl
525,3.050974314,OCCN1CN(CCO)CN(CCO)C1
526,3.047982732,OC(=O)c1cc(O)cc(O)c1
527,3.038873812,FC(F)(F)c1ccc(Cl)nc1
528,3.034808183,Oc1ccc(F)cc1N(=O)=O
529,3.034349145,FC(F)(F)c1ccccc1
530,3.034223677,CN(C)c1ccccc1
531,3.026256069,Cc1ccc(CO)cc1
532,3.025386193,Cc1cccc(O)c1
533,3.023465186,N#Cc1ccccc1
534,3.015255838,Cc1cc(C)cc(N)c1
535,3.000322022,Cc1ccc(cc1N(=O)=O)N(=O)=O
536,2.998462182,OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F
537,2.996172304,CCCN(CCC)C(=O)SCC
538,2.993536588,NCCc1ccccc1
539,2.993353552,COc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
540,2.99082085,Fc1ccc(cc1N(=O)=O)N=C=O
541,2.988683596,O=S(=O)(CC#N)c1ccccc1
542,2.988623808,CNc1ccccc1
543,2.983764469,CC(=O)Cc1ccc(cc1)N(=O)=O
544,2.983071155,Cc1ccc(N)c(C)c1
545,2.978701794,Nc1c2ccccc2nc3ccccc13
546,2.975340673,COC(C)(C)C
547,2.972851989,Cc1ccc(C)c(N)c1
548,2.972708283,Nc1cc(cc(c1)N(=O)=O)N(=O)=O
549,2.96805975,CCCCCCC(C)=O
550,2.964850533,CCCCCCCO
551,2.964279352,Oc1ccc(cc1)N=Nc2ccccc2C(O)=O
552,2.961176827,CC(C)=CCCC(C)=O
553,2.95838059,Nc1c(Cl)c(F)nc(F)c1Cl
554,2.956463696,Oc1ccccc1C=O
555,2.944555014,O=N(=O)c1cccc(c1)N(=O)=O
556,2.939783742,Nc1cc(F)c(F)cc1N(=O)=O
557,2.939450393,COc1ccc(F)cc1
558,2.929479305,NC(=O)CCl
559,2.92704571,CN(N=O)C(=N)NN(=O)=O
560,2.925020091,Nc1ccc(cc1N)N(=O)=O
561,2.924330062,OC1C(=O)CC(=O)C=1c2ccccc2
562,2.922209132,Nc1cc(N)cc(c1)C(O)=O
563,2.922112759,OCCc1ccc(cc1)N(=O)=O
564,2.912909429,OC(=O)c1ncccc1O
565,2.909007297,N#Cc1cccc(c1)C#N
566,2.908089769,OCc1cc(O)ccc1N(=O)=O
567,2.902053125,NCCc1ccc(Cl)cc1
568,2.899726187,Nc1cccc(c1)N(=O)=O
569,2.890697904,O=N(=O)c1ccc2ncccc2c1
570,2.884784613,Cc1cccc(C)c1N
571,2.884563054,OC(=O)Cc1ccc(cc1N(=O)=O)N(=O)=O
572,2.879205996,CC(=O)Nc1ccc(Cl)cc1
573,2.877225742,COc1ccc(CN)cc1
574,2.875454019,COc1ccc(N)cc1N(=O)=O
575,2.874201723,NCc1ccc(cc1)C(F)(F)F
576,2.873483055,COc1ccc(cc1F)N(=O)=O
577,2.864933849,OCc1ccc(cc1)N(=O)=O
578,2.862525355,C1CN(CCO1)c2ccccc2
579,2.855887534,O=C=Nc1ccccc1
580,2.852992778,Cc1ccc(CN)cc1
581,2.851980905,CCOc1ccc(CO)cc1
582,2.851351609,NCCc1ccc(cc1)S(N)(=O)=O
583,2.847016689,Cc1ccccc1C
584,2.838856614,Nc1ccc(cc1)S(O)(=O)=O
585,2.836391687,ON=Cc1ccncc1
586,2.833883308,Cc1ccc(cc1)S(N)(=O)=O
587,2.817369861,COc1cc(ccc1N)c2ccc(N)c(OC)c2
588,2.815699035,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C
589,2.815194823,Cc1ccc2cccc(c2n1)N(=O)=O
590,2.812804355,NC(c1ccccc1)c2ccccc2
591,2.809908406,Cc1ccnc(C)c1
592,2.808069112,Oc1ccccc1Cl
593,2.807405541,O=C1Nc2ccccc2N1
594,2.806883357,NCCc1ccc(O)cc1
595,2.801613229,Cc1c(cccc1N=C=O)N=C=O
596,2.80047609,Clc1ncccc1N(=O)=O
597,2.799753966,c1c[s]cn1
598,2.790750679,OC(=O)C=Cc1ccc(F)cc1
599,2.790026998,Clc1cccnc1Cl
600,2.785938133,CN(C)c1ccncc1
601,2.785923914,Cc1cccc(C)c1O
602,2.785833947,CC(=O)Oc1ccc(cc1)C(O)=O
603,2.785042383,CCCCCCN
604,2.777690797,CN1C(=O)N(C)c2nc[n](C)c2C1=O
605,2.777131014,OCc1cc(cc(c1)N(=O)=O)N(=O)=O
606,2.771185327,OCCOc1ccccc1
607,2.768482795,OC(=O)c1ccc(cc1)C(F)(F)F
608,2.767862776,Fc1ccc(cc1)N=C=O
609,2.763147109,Oc1ccccc1N(=O)=O
610,2.752632239,NC(=O)c1ccc(Cl)cc1
611,2.752197884,Nc1ccc(cc1N(=O)=O)N(=O)=O
612,2.743360057,COc1ccc(F)cc1N(=O)=O
613,2.739824972,Nc1cccc2c(N)cccc12
614,2.737623981,Nc1ccc(O)c(c1)N(=O)=O
615,2.73293774,CCCCOC(=O)C(C)=C
616,2.731427587,CCN(CC)C(=O)c1cccc(C)c1
617,2.730461377,O=N(=O)c1ccccc1
618,2.728986498,NCc1ccccc1
619,2.727132646,Cc1cccc(N)c1N
620,2.726128581,O=C=NCCCCCCN=C=O
621,2.722577271,NS(=O)(=O)c1ccc(Cl)cc1
622,2.720934338,Cc1ccc(cc1)C(N)=O
623,2.714653449,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2
624,2.714580207,Oc1ccc(F)c(F)c1
625,2.713840079,Cc1ccccc1O
626,2.713683377,N(c1ccccn1)c2ccccn2
627,2.711495809,Cc1ccc(F)cc1
628,2.710834812,O=C1CCCCC1
629,2.695283234,Fc1ccc(cc1)C(F)(F)F
630,2.691647006,NNC(=O)c1ccc(Cl)cc1
631,2.690137604,Fc1ccccc1N(=O)=O
632,2.689206861,CCCCCCO
633,2.688228272,OC(=O)Cc1ccc(F)cc1
634,2.685134078,Nc1c(F)c(C#N)c(F)c(F)c1C#N
635,2.682698952,OC(=O)c1cccnc1C(O)=O
636,2.680238826,COc1ccc(CC(O)=O)cc1
637,2.667664693,NCc1ccc(F)cc1
638,2.660746932,ClCCCC#C
639,2.6541076,OC(=O)c1ccc(Cl)c(c1)N(=O)=O
640,2.652182702,OC(=O)Cc1ccc(Cl)cc1
641,2.651922393,OC(=O)Cc1ccc(Cl)cc1Cl
642,2.648397285,CCCCOC(=O)C=C
643,2.644840792,CC1(C)Cc2cccc(O)c2O1
644,2.636704863,CCOC(=O)c1ccccc1C(=O)OCC
645,2.633192591,Cc1cccc(N)c1C
646,2.628401767,NC(C(O)=O)c1ccc(F)cc1
647,2.623391993,COc1cc(ccc1O)C#N
648,2.620494602,CC(=O)c1ccc(F)cc1
649,2.613809207,[H][n]1c(N)nc2ccccc21
650,2.600727588,CC(CN(C)C)C(C)=O
651,2.594425935,Oc1cc(F)cc(F)c1
652,2.592016727,COc1ccc(cc1)S(N)(=O)=O
653,2.582442163,Oc1ccccc1O
654,2.570468865,OC(=O)c1ccccn1
655,2.568946383,Cc1cnc2ccccc2n1
656,2.567140135,Cc1ccc(N)c(N)c1
657,2.553809783,OCCS(=O)(=O)c1cccc(c1)N(=O)=O
658,2.543710989,Oc1ccc(F)cc1F
659,2.543456546,Fc1cccc(F)c1C#N
660,2.541787665,OC(=O)COc1ccccc1
661,2.528296378,COc1cc(F)cc(F)c1
662,2.523418967,Nc1ccncc1
663,2.507752416,Nc1ccncc1N
664,2.506441428,[H][n]1c(S)nc2ccccc21
665,2.503234921,CC(=O)c1cc(F)c(F)c(F)c1F
666,2.498141945,CCCC=O
667,2.496437078,CC(=O)CCl
668,2.494861799,COc1cc(CCC#N)cc(OC)c1OC
669,2.493716205,CCOc1ccc(NC(C)=O)cc1
670,2.493609568,CC(=O)Nc1ccc(cc1)C(O)=O
671,2.48833754,OC(=O)c1cc(cc(c1O)N(=O)=O)N(=O)=O
672,2.483530299,c1cc(ccn1)c2ccncc2
673,2.481514438,CC(=O)c1ccc(cc1)C#N
674,2.47912646,Cc1ccncc1
675,2.475514979,NC1CC2CCC1C2
676,2.475400301,CCCCCO
677,2.470400514,Clc1cncc(Cl)c1
678,2.467872364,OC(=O)c1ccc(cc1)C#N
679,2.466911958,NC(=O)c1ccc(O)cc1
680,2.464765839,Cc1ccccc1
681,2.457027571,CCCCCCCCCCCl
682,2.455599499,CC(=O)c1ccc(cc1)C(O)=O
683,2.453821624,Oc1ccccc1
684,2.443600719,COc1cccc(O)c1
685,2.439412727,Fc1cccc(c1)N(=O)=O
686,2.439272266,OC(=O)c1c(F)cccc1F
687,2.434378862,CCCCOCCCC
688,2.42987555,Clc1cccc(Cl)n1
689,2.42987555,Clc1ccc(Cl)nc1
690,2.429726425,NNC(=O)Nc1ccccc1
691,2.429714933,CNc1ccc(cc1)C(O)=O
692,2.42351608,CCC(Cl)CCl
693,2.422731654,OCCOc1ccc(cc1)N(=O)=O
694,2.416711611,NCCO
695,2.414606447,c1ccc2nccnc2c1
696,2.413772731,NS(=O)(=O)c1ccc(cc1)C(O)=O
697,2.409167402,Fc1ccc(cc1)N(=O)=O
698,2.407322845,OCCCc1cccnc1
699,2.404041411,CCCC#CC
700,2.401529001,O=C1OC(=O)C=C1
701,2.393983047,Fc1ccc(C=O)cc1
702,2.390697781,OC(=O)COc1ccc(F)cc1
703,2.3884334,Fc1cc(F)c(c(F)c1)N(=O)=O
704,2.373255543,Nc1ccc(cn1)N(=O)=O
705,2.371077172,OC(=O)COc1ccc(Cl)cc1
706,2.363124681,NC(=O)c1ccccc1
707,2.363035044,Fc1ccc(cc1)C#N
708,2.353713093,NNC(=O)c1ccccc1
709,2.350398233,COc1ccc(OCC(O)=O)cc1
710,2.34103065,FC(F)(F)C(=O)c1ccccc1
711,2.332869174,CC(Cl)CCl
712,2.332247262,NNc1ccc(cc1)C(O)=O
713,2.315796919,CC(O)CN
714,2.310328739,NC(=O)c1ncccc1O
715,2.297594811,Nc1c(F)cc(F)c(F)c1F
716,2.297431866,N#Cc1ccc(cc1)C#N
717,2.293187812,CCCCN(=O)=O
718,2.28506037,Clc1cccnc1
719,2.284739291,CCCCOC(C)=O
720,2.284307233,Oc1cccc(F)c1F
721,2.283675725,Cc1c(O)cccc1O
722,2.283557118,c1ccc(nc1)c2ccccn2
723,2.282460017,Nc1ccc(cc1N)C(O)=O
724,2.282062043,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
725,2.27038163,Oc1cc(cc(c1O)S(O)(=O)=O)S(O)(=O)=O
726,2.2648905,Clc1ccccn1
727,2.26387107,OCc1ccccc1
728,2.257631126,N#Cc1ccccc1C#N
729,2.252999118,ClCCCCl
730,2.24030612,Nc1c(F)c(F)nc(F)c1F
731,2.237397288,CN(C)C(=O)Nc1ccc(Cl)cc1
732,2.236436055,CCNc1nc(Cl)nc(NCC)n1
733,2.235531774,Fc1ccc(Cl)cc1
734,2.230714741,Nc1ccc(F)cc1F
735,2.210055083,OC(=O)c1ccncc1
736,2.206001545,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
737,2.197177856,CNC(=O)N(C)c1nnc([s]1)C(C)(C)C
738,2.194152575,CCc1nccnc1CC
739,2.187985787,COc1cc(CO)ccc1O
740,2.186049758,Nc1ccc(F)cc1
741,2.181649486,OCCNCCO
742,2.176877583,CN(C)c1ccccn1
743,2.174263863,NNc1ccccc1
744,2.17150027,CCN1CCOCC1
745,2.167971597,OCC(Br)CBr
746,2.157824775,Cc1nc2ccccc2nc1C
747,2.157720699,OP(=O)(Oc1ccccc1)Oc2ccccc2
748,2.149568051,CC1C=C(C)[n]2ncnc2N=1
749,2.146949974,Cc1ccc(N)cc1N
750,2.130233226,Nc1ccc(CC(O)=O)cc1
751,2.128978845,Nc1ccccc1
752,2.125172107,ClCC(Cl)Cl
753,2.120416875,Oc1ccc(cc1)S(O)(=O)=O
754,2.120266052,O=CCCCC=O
755,2.118938704,O=Cc1cccc(C=O)c1
756,2.100878149,CC(C)CC(C)=O
757,2.100021742,C1COCCN1
758,2.098010243,OC(=O)C(F)c1ccccc1
759,2.088843164,Cc1cccnc1
760,2.062094685,CC(=O)c1cccnc1
761,2.056556879,NS(=O)(=O)c1ccccc1
762,2.036735905,CC(=O)Nc1ccc(N)cc1
763,2.036609328,ClCC=CCl
764,2.015492441,[H][n]1ncnn1
765,2.015002621,[H][n]1ncnc1S
766,1.990816814,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O
767,1.990228685,OCc1ccc(F)cc1
768,1.988623808,Cc1cccc(C)n1
769,1.975789809,COC(=O)c1ccncc1
770,1.969722928,OC(=O)c1cccnc1
771,1.957669486,C=O
772,1.94993116,OC(=O)c1ccccc1O
773,1.940000811,OC1CCCCC1
774,1.933902649,NC(=O)c1ccc(F)cc1
775,1.93209469,C#N
776,1.923310173,OCCCCCCO
777,1.911429949,Oc1ccnc2ccccc12
778,1.909952263,OCc1ccc(CO)cc1
779,1.909264197,O=Cc1ccncc1
780,1.90768482,CC(=C)CCl
781,1.90695242,COc1ccc(CO)cc1O
782,1.893331197,CNN
783,1.887001091,Fc1ccc(F)cc1
784,1.882209178,CCCCCCCCCl
785,1.850981204,CCCCCCCl
786,1.842830786,ClCC#C
787,1.83950643,O=Cc1ccccn1
788,1.826009737,OC(=O)CCCOc1ccccc1
789,1.819865827,Cc1ccccn1
790,1.801400778,O=C1NC(=O)c2cnccc12
791,1.793249373,CC(=O)c1ccncc1
792,1.788236731,NC(Cc1ccccc1)C(O)=O
793,1.779481509,Fc1cc(F)c(F)nc1F
794,1.756902829,Nc1ccccc1O
795,1.752383,CC(O)CCC(C)O
796,1.741701377,CC(=O)Nc1ccccc1
797,1.711436654,COc1cnccn1
798,1.707522423,OCc1ccncc1
799,1.70448769,CCOC(=O)CC(C)=O
800,1.70433097,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
801,1.699371541,[O-][n+]1ccc(cc1)C#N
802,1.697327135,CCCCCCl
803,1.681711468,Fc1ccccc1
804,1.67459799,c1cc[s]c1
805,1.65303152,Oc1ccc(Cl)cn1
806,1.638262474,COc1ccccn1
807,1.62575831,Oc1cccnc1O
808,1.623420057,C=C[n]1ccnc1
809,1.613556425,CCCCC#C
810,1.603817947,OC(=O)Cc1ccccc1
811,1.600959886,[H][n]1ccnc1S
812,1.587741397,CN1C=CNC1=S
813,1.573994354,Cc1ccncn1
814,1.572738974,CC(=O)c1ccccn1
815,1.556126993,CC(Cl)Cl
816,1.55590019,C1CCCCC1
817,1.554156092,CC#CC
818,1.553712327,Nc1ccccn1
819,1.539879649,O=Cc1cccnc1
820,1.537493846,N#Cc1ccccn1
821,1.526568589,N#CCCN1CCOCC1
822,1.511634953,Oc1cccc(O)c1
823,1.500737131,CCC(C)O
824,1.498178141,Oc1ccccn1
825,1.474095804,N#CCCCCC#N
826,1.470330099,Cc1cc(C)nc(N)n1
827,1.465349676,CC(C)Cl
828,1.460024174,OCCc1ccccn1
829,1.456383814,NC(=O)c1ccncc1
830,1.442955463,CN
831,1.436442862,ClC(Cl)Cl
832,1.433313929,c1cc[o]c1
833,1.377019352,N#Cc1ccncc1
834,1.334694766,CCOCCO
835,1.327834749,Nc1cccc(N)n1
836,1.324819961,N=C1NNC=N1
837,1.319157067,CC(C)OC(C)C
838,1.318403868,c1ccncc1
839,1.30963304,CC(=O)Nc1ccc(O)cc1
840,1.303422222,Cc1cnccn1
841,1.30281347,[H][n]1ccnc1
842,1.257758421,CCCCCCCC
843,1.257065117,CC(C)=CCl
844,1.246306269,CCCCCl
845,1.237922755,Nc1cccnc1N
846,1.228848777,CCOC(=O)CC
847,1.227215625,N#Cc1cccnc1
848,1.208966606,NC(=O)CC(N)=O
849,1.197867771,Oc1cccnc1
850,1.145426429,ClCCCl
851,1.144976126,OC1CCOC1
852,1.14372138,Nc1cccnc1
853,1.134772967,C1COCCO1
854,1.132640416,O=C1CC=NC=N1
855,1.127690906,CC(C)CCC(C)=O
856,1.0732956,[H][n]1c2ccccc2nc1c3c[s]cn3
857,1.049718403,O=C1CCCN1
858,1.043839727,c1cncnc1
859,0.986558171,[H][n]1cccc1
860,0.979318528,CC(=O)CC(C)=O
861,0.945280052,CCC(=O)CC
862,0.943583455,c1cnccn1
863,0.901124399,NC(=O)NO
864,0.898735152,CCC(C)=NO
865,0.883310348,N[n]1cnnc1
866,0.873912657,CCCCl
867,0.851414495,Nc1ncc[s]1
868,0.771678452,OCCO
869,0.754113768,CC=O
870,0.662596163,CC(O)CC(C)(C)O
871,0.634065349,c1ccnnc1
872,0.566585372,ClCC1CO1
873,0.558229335,[O-][n+]1ccccc1
874,0.54522861,OC1CCC(O)CC1
875,0.333402095,OCC(O)CCl
876,0.274550876,C=CC#N
877,0.210036788,CCCCO
878,0.199765147,CN(C)C(C)=O
879,0.177641914,CCC(C)=O
880,0.17489019,CCOC(C)=O
881,-0.007091625,c1ccccc1
882,-0.020467974,[H][n]1cnnc1
883,-0.049818719,CN1CCCC1
884,-0.077109304,NC(=O)C(F)(F)F
885,-0.163849366,OCCOCCOCCO
886,-0.23900944,CCC#N
887,-0.303643611,OCCCl
888,-0.441262522,CCCO
889,-0.535524703,CCCCN
890,-0.575445023,CN(C)C=O
891,-0.675306086,CC(C)=O
892,-0.778560079,CC(O)CO
893,-0.821326669,NC(N)=O
894,-0.991269729,CC(C)O
895,-1.156366848,CS(C)=O
896,-1.156770396,CC#N
897,-1.18607402,CCN
898,-1.226452936,CCO
899,-2.184476464,CO
